pid,tid,name,purl,text
1__三级甲等_综合医院__黑龙江省_2_30,三级甲等_综合医院_黑龙江省_2,哈尔滨医科大学附属第四医院,https://db.yaozh.com/hmap/1585.html,哈尔滨医科大学附属第四医院|	|三级甲等||综合医院||黑龙江省||哈尔滨市||南岗区||3689||哈尔滨市南岗区颐园街37号
1__三级甲等_综合医院__黑龙江省_2_30,三级甲等_综合医院_黑龙江省_2,哈尔滨医科大学附属第一医院,https://db.yaozh.com/hmap/1586.html,哈尔滨医科大学附属第一医院|	|三级甲等||综合医院||黑龙江省||哈尔滨市||南岗区||6496||哈尔滨市南岗区邮政街23号
1__三级甲等_综合医院__黑龙江省_2_30,三级甲等_综合医院_黑龙江省_2,伊春林业中心医院,https://db.yaozh.com/hmap/2098.html,伊春林业中心医院|	|三级甲等||综合医院||黑龙江省||伊春市||伊美区||800||伊春市伊美区新兴西大街85号|
1__未定级_专科疾病防治院（所、站）__青海省_1_30,未定级_专科疾病防治院（所、站）_青海省_1,青海省职业病防治院,https://db.yaozh.com/hmap/75065.html,|青海省职业病防治院|	|未定级||专科疾病防治院（所、站）||青海省||西宁市||城西区||100||城西区南川西路69号|
1__二级乙等_中医医院__浙江省_1_30,二级乙等_中医医院_浙江省_1,金华市金东区中医院,https://db.yaozh.com/hmap/25151.html,|金华市金东区中医院|	|二级乙等||中医医院||浙江省||金华市||婺城区||80||金华市曹宅镇坦溪西路73号
1__二级乙等_中医医院__浙江省_1_30,二级乙等_中医医院_浙江省_1,宁波市镇海区中医院,https://db.yaozh.com/hmap/27887.html,宁波市镇海区中医院|	|二级乙等||中医医院||浙江省||宁波市||镇海区||250||宁波市镇海区环城西路51号
1__二级乙等_中医医院__浙江省_1_30,二级乙等_中医医院_浙江省_1,宁海县中医院,https://db.yaozh.com/hmap/27922.html,宁海县中医院|	|二级乙等||中医医院||浙江省||宁波市||宁海县||250||宁海县跃龙街道中医院路1号|
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,潮州市湘桥区妇幼保健院,https://db.yaozh.com/hmap/20907.html,|潮州市湘桥区妇幼保健院|	|一级甲等||妇幼保健院||广东省||潮州市||湘桥区||80||潮州市义安路铁巷9号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,大埔县妇幼保健院,https://db.yaozh.com/hmap/21388.html,大埔县妇幼保健院|	|一级甲等||妇幼保健院||广东省||梅州市||大埔县||18||大埔县湖寮镇工农路59号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,恩平市妇幼保健院,https://db.yaozh.com/hmap/22043.html,恩平市妇幼保健院|	|一级甲等||妇幼保健院||广东省||江门市||恩平市||60||恩平市恩城镇新平中路2号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,佛冈县妇幼保健院,https://db.yaozh.com/hmap/22214.html,佛冈县妇幼保健院|	|一级甲等||妇幼保健院||广东省||清远市||佛冈县||50||佛冈县环城中永康街二栋
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,广州市荔湾区妇幼保健院,https://db.yaozh.com/hmap/23004.html,广州市荔湾区妇幼保健院|	|一级甲等||妇幼保健院||广东省||广州市||荔湾区||50||广州市荔湾区汾水金兰路1号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,海丰县妇幼保健院,https://db.yaozh.com/hmap/23314.html,海丰县妇幼保健院|	|一级甲等||妇幼保健院||广东省||汕尾市||海丰县||44||海丰县海银路9号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,鹤山市妇幼保健院,https://db.yaozh.com/hmap/23845.html,鹤山市妇幼保健院|	|一级甲等||妇幼保健院||广东省||江门市||鹤山市||35||鹤山市沙坪镇前进南路80号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,怀集县妇幼保健院,https://db.yaozh.com/hmap/24179.html,怀集县妇幼保健院|	|一级甲等||妇幼保健院||广东省||肇庆市||怀集县||44||怀集县工业大道二路71号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,惠州市惠阳区妇幼保健院,https://db.yaozh.com/hmap/24473.html,惠州市惠阳区妇幼保健院|	|一级甲等||妇幼保健院||广东省||惠州市||惠阳区||56||惠州市惠阳区五四路14号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,蕉岭县妇幼保健院,https://db.yaozh.com/hmap/25096.html,蕉岭县妇幼保健院|	|一级甲等||妇幼保健院||广东省||梅州市||蕉岭县||30||蕉岭县蕉城镇新东北路74号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,乐昌市妇幼保健院,https://db.yaozh.com/hmap/25959.html,乐昌市妇幼保健院|	|一级甲等||妇幼保健院||广东省||韶关市||乐昌市||40||乐昌市乐城人民南新村街213号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,雷州市妇幼保健院,https://db.yaozh.com/hmap/26017.html,雷州市妇幼保健院|	|一级甲等||妇幼保健院||广东省||湛江市||雷州市||10||雷州市白沙镇官茂村
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,连州市妇幼保健院,https://db.yaozh.com/hmap/26188.html,连州市妇幼保健院|	|一级甲等||妇幼保健院||广东省||清远市||连州市||126||连州市连州镇高塘街18号-20号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,廉江市妇幼保健院,https://db.yaozh.com/hmap/26234.html,廉江市妇幼保健院|	|一级甲等||妇幼保健院||广东省||湛江市||廉江市||160||廉江市廉城镇中山三路12号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,龙门县妇幼保健院,https://db.yaozh.com/hmap/26715.html,龙门县妇幼保健院|	|一级甲等||妇幼保健院||广东省||惠州市||龙门县||50||龙门县新兴路3号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,陆丰市妇幼保健院,https://db.yaozh.com/hmap/26883.html,陆丰市妇幼保健院|	|一级甲等||妇幼保健院||广东省||汕尾市||陆丰市||45||陆丰市马街尾
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,茂名市电白区妇幼保健院,https://db.yaozh.com/hmap/27136.html,茂名市电白区妇幼保健院|	|一级甲等||妇幼保健院||广东省||茂名市||电白区||100||茂名市电白区水东镇新湖街59号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,梅州市梅县区妇幼保健院,https://db.yaozh.com/hmap/27207.html,梅州市梅县区妇幼保健院|	|一级甲等||妇幼保健院||广东省||梅州市||梅县区||47||梅州市梅县区虹桥头42号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,南雄市妇幼保健院,https://db.yaozh.com/hmap/27736.html,南雄市妇幼保健院|	|一级甲等||妇幼保健院||广东省||韶关市||南雄市||50||南雄市新城中街22号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,平远县妇幼保健院,https://db.yaozh.com/hmap/28227.html,平远县妇幼保健院|	|一级甲等||妇幼保健院||广东省||梅州市||平远县||34||平远县大柘镇梅平路36号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,饶平县妇幼保健院,https://db.yaozh.com/hmap/28853.html,饶平县妇幼保健院|	|一级甲等||妇幼保健院||广东省||潮州市||饶平县||55||饶平县菜场街91号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,汕头市澄海区妇幼保健院,https://db.yaozh.com/hmap/29179.html,汕头市澄海区妇幼保健院|	|一级甲等||妇幼保健院||广东省||汕头市||澄海区||53||汕头市澄海区澄城镇中山路12号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,汕头市金平区金园妇幼保健院,https://db.yaozh.com/hmap/29192.html,汕头市金平区金园妇幼保健院|	|一级甲等||妇幼保健院||广东省||汕头市||金平区||40||汕头市玫瑰园11幢
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,吴川市妇幼保健院,https://db.yaozh.com/hmap/31653.html,吴川市妇幼保健院|	|一级甲等||妇幼保健院||广东省||湛江市||吴川市||60||吴川市泰康西路26号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,新丰县妇幼保健院,https://db.yaozh.com/hmap/32545.html,新丰县妇幼保健院|	|一级甲等||妇幼保健院||广东省||韶关市||新丰县||35||新丰县丰城镇东门路10号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,新兴县妇幼保健院,https://db.yaozh.com/hmap/32661.html,新兴县妇幼保健院|	|一级甲等||妇幼保健院||广东省||云浮市||新兴县||120||新兴县新城镇沿江南路45号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,徐闻县妇幼保健院,https://db.yaozh.com/hmap/32895.html,徐闻县妇幼保健院|	|一级甲等||妇幼保健院||广东省||湛江市||徐闻县||60||徐闻县红旗二路172号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,阳西县妇幼保健院,https://db.yaozh.com/hmap/33265.html,阳西县妇幼保健院|	|一级甲等||妇幼保健院||广东省||阳江市||阳西县||50||阳西县
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,英德市妇幼保健院,https://db.yaozh.com/hmap/33561.html,英德市妇幼保健院|	|一级甲等||妇幼保健院||广东省||清远市||英德市||60||英德市利民路8号
1__一级甲等_妇幼保健院__广东省_1_30,一级甲等_妇幼保健院_广东省_1,郁南县妇幼保健院,https://db.yaozh.com/hmap/33908.html,郁南县妇幼保健院|	|一级甲等||妇幼保健院||广东省||云浮市||郁南县||38||郁南县都城镇四一八路122号之一|
1__三级甲等_中医医院__宁夏回族自治区_1_30,三级甲等_中医医院_宁夏回族自治区_1,宁夏医科大学附属回医中医院,https://db.yaozh.com/hmap/1248.html,|宁夏医科大学附属回医中医院|	|三级甲等||中医医院||宁夏回族自治区||吴忠市||利通区||300||吴忠市利通区民族路154号
1__三级甲等_中医医院__宁夏回族自治区_1_30,三级甲等_中医医院_宁夏回族自治区_1,宁夏医科大学附属银川市中医院,https://db.yaozh.com/hmap/1399.html,宁夏医科大学附属银川市中医院|	|三级甲等||中医医院||宁夏回族自治区||银川市||兴庆区||410||银川市解放西街231号|
1__二级乙等_妇幼保健院__辽宁省_1_30,二级乙等_妇幼保健院_辽宁省_1,鞍山市铁东区妇幼保健院,https://db.yaozh.com/hmap/19864.html,|鞍山市铁东区妇幼保健院|	|二级乙等||妇幼保健院||辽宁省||鞍山市||铁东区||74||鞍山市铁东区文化街3号
1__二级乙等_妇幼保健院__辽宁省_1_30,二级乙等_妇幼保健院_辽宁省_1,大连市沙河口区妇幼保健院,https://db.yaozh.com/hmap/21349.html,大连市沙河口区妇幼保健院|	|二级乙等||妇幼保健院||辽宁省||大连市||沙河口区||53||大连市沙河口区白山路18号
1__二级乙等_妇幼保健院__辽宁省_1_30,二级乙等_妇幼保健院_辽宁省_1,大连市西岗区妇幼保健院,https://db.yaozh.com/hmap/21366.html,大连市西岗区妇幼保健院|	|二级乙等||妇幼保健院||辽宁省||大连市||西岗区||81||大连市西岗区同仁街75号
1__二级乙等_妇幼保健院__辽宁省_1_30,二级乙等_妇幼保健院_辽宁省_1,黑山县妇幼保健院,https://db.yaozh.com/hmap/23858.html,黑山县妇幼保健院|	|二级乙等||妇幼保健院||辽宁省||锦州市||黑山县||54||黑山县中大中路45号
1__二级乙等_妇幼保健院__辽宁省_1_30,二级乙等_妇幼保健院_辽宁省_1,沈阳市沈北新区妇幼保健院,https://db.yaozh.com/hmap/29723.html,沈阳市沈北新区妇幼保健院|	|二级乙等||妇幼保健院||辽宁省||沈阳市||沈北新区||58||沈阳市沈北新区福州路54号
1__二级乙等_妇幼保健院__辽宁省_1_30,二级乙等_妇幼保健院_辽宁省_1,西丰县妇幼保健院,https://db.yaozh.com/hmap/32144.html,西丰县妇幼保健院|	|二级乙等||妇幼保健院||辽宁省||铁岭市||西丰县||65||西丰县民主17号
1__二级乙等_妇幼保健院__辽宁省_1_30,二级乙等_妇幼保健院_辽宁省_1,岫岩满族自治县妇幼保健院,https://db.yaozh.com/hmap/32883.html,岫岩满族自治县妇幼保健院|	|二级乙等||妇幼保健院||辽宁省||鞍山市||岫岩满族自治县||65||岫岩满族自治县二街道118号|
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,昆明市晋宁区人民医院,https://db.yaozh.com/hmap/2921.html,|昆明市晋宁区人民医院|	|二级甲等||综合医院||云南省||昆明市||晋宁区||182||昆明市晋宁区昆明镇郑和路13号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,泸水市第一人民医院,https://db.yaozh.com/hmap/3014.html,泸水市第一人民医院|	|二级甲等||综合医院||云南省||怒江傈僳族自治州||泸水市||18||泸水市鲁掌办事处
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,绿春医院,https://db.yaozh.com/hmap/3030.html,绿春医院|	|二级甲等||综合医院||云南省||红河哈尼族彝族自治州||绿春县||120||绿春县大兴
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,麻栗坡县人民医院,https://db.yaozh.com/hmap/3031.html,麻栗坡县人民医院|	|二级甲等||综合医院||云南省||文山壮族苗族自治州||麻栗坡县||100||麻栗坡县临江路1号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,西盟县人民医院,https://db.yaozh.com/hmap/3574.html,西盟县人民医院|	|二级甲等||综合医院||云南省||普洱市||西盟佤族自治县||100||西盟佤族自治县民胜街405号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,香格里拉市人民医院,https://db.yaozh.com/hmap/3581.html,香格里拉市人民医院|	|二级甲等||综合医院||云南省||迪庆藏族自治州||香格里拉市||70||香格里拉市长征路
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,镇沅县人民医院,https://db.yaozh.com/hmap/3775.html,镇沅县人民医院|	|二级甲等||综合医院||云南省||普洱市||镇沅彝族哈尼族拉祜族自治县||100||镇沅县按板井镇下观音
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,安宁市人民医院,https://db.yaozh.com/hmap/19730.html,安宁市人民医院|	|二级甲等||综合医院||云南省||昆明市||安宁市||300||安宁市连然街62号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,保山市第二人民医院,https://db.yaozh.com/hmap/20192.html,保山市第二人民医院|	|二级甲等||综合医院||云南省||保山市||隆阳区||500||保山市正阳南路13号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,宾川县人民医院,https://db.yaozh.com/hmap/20613.html,宾川县人民医院|	|二级甲等||综合医院||云南省||大理白族自治州||宾川县||145||宾川县金牛镇西街82号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,沧源县人民医院,https://db.yaozh.com/hmap/20703.html,沧源县人民医院|	|二级甲等||综合医院||云南省||临沧市||沧源佤族自治县||100||沧源佤族自治县勐董镇
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,昌宁县人民医院,https://db.yaozh.com/hmap/20729.html,昌宁县人民医院|	|二级甲等||综合医院||云南省||保山市||昌宁县||170||昌宁县长青路2号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,澄江市人民医院,https://db.yaozh.com/hmap/21087.html,澄江市人民医院|	|二级甲等||综合医院||云南省||玉溪市||澄江市||230||澄江市环城北路29号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,楚雄市人民医院,https://db.yaozh.com/hmap/21191.html,楚雄市人民医院|	|二级甲等||综合医院||云南省||楚雄彝族自治州||楚雄市||190||楚雄市中大街278号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,大关县人民医院,https://db.yaozh.com/hmap/21267.html,大关县人民医院|	|二级甲等||综合医院||云南省||昭通市||大关县||150||大关县翠华镇龙洞路5号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,大理市第一人民医院,https://db.yaozh.com/hmap/21283.html,大理市第一人民医院|	|二级甲等||综合医院||云南省||大理白族自治州||大理市||413||大理市下关区泰安路217号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,大姚县人民医院,https://db.yaozh.com/hmap/21505.html,大姚县人民医院|	|二级甲等||综合医院||云南省||楚雄彝族自治州||大姚县||164||大姚县北街
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,德钦县人民医院,https://db.yaozh.com/hmap/21672.html,德钦县人民医院|	|二级甲等||综合医院||云南省||迪庆藏族自治州||德钦县||30||德钦县南坪街
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,峨山县人民医院,https://db.yaozh.com/hmap/21990.html,峨山县人民医院|	|二级甲等||综合医院||云南省||玉溪市||峨山彝族自治县||120||峨山县练江北路
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,洱源县人民医院,https://db.yaozh.com/hmap/22050.html,洱源县人民医院|	|二级甲等||综合医院||云南省||大理白族自治州||洱源县||85||洱源县玉湖办事处
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,凤庆县人民医院,https://db.yaozh.com/hmap/22194.html,凤庆县人民医院|	|二级甲等||综合医院||云南省||临沧市||凤庆县||130||凤庆县泗水桥84号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,福贡县人民医院,https://db.yaozh.com/hmap/22322.html,福贡县人民医院|	|二级甲等||综合医院||云南省||怒江傈僳族自治州||福贡县||50||福贡县上帕
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,富民县人民医院,https://db.yaozh.com/hmap/22531.html,富民县人民医院|	|二级甲等||综合医院||云南省||昆明市||禄劝彝族苗族自治县||150||富民县永定街309号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,富宁县人民医院,https://db.yaozh.com/hmap/22533.html,富宁县人民医院|	|二级甲等||综合医院||云南省||文山壮族苗族自治州||富宁县||100||富宁县兴华镇玉泉路56号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,富源县人民医院,https://db.yaozh.com/hmap/22566.html,富源县人民医院|	|二级甲等||综合医院||云南省||曲靖市||富源县||174||富源县建设路88号
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,贡山县人民医院,https://db.yaozh.com/hmap/22760.html,贡山县人民医院|	|二级甲等||综合医院||云南省||怒江傈僳族自治州||贡山独龙族怒族自治县||20||贡山县
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,广南县人民医院,https://db.yaozh.com/hmap/22879.html,广南县人民医院|	|二级甲等||综合医院||云南省||文山壮族苗族自治州||广南县||161||广南县北街莲湖边
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,河口县人民医院,https://db.yaozh.com/hmap/23743.html,河口县人民医院|	|二级甲等||综合医院||云南省||红河哈尼族彝族自治州||河口瑶族自治县||32||河口县
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,鹤庆县人民医院,https://db.yaozh.com/hmap/23842.html,鹤庆县人民医院|	|二级甲等||综合医院||云南省||大理白族自治州||鹤庆县||123||鹤庆县仓河街
1__二级甲等_综合医院__云南省_1_30,二级甲等_综合医院_云南省_1,红河县人民医院,https://db.yaozh.com/hmap/23950.html,红河县人民医院|	|二级甲等||综合医院||云南省||红河哈尼族彝族自治州||红河县||85||红河县松花街|
1__二级甲等_妇幼保健院__吉林省_1_30,二级甲等_妇幼保健院_吉林省_1,白山市妇幼保健院,https://db.yaozh.com/hmap/19966.html,|白山市妇幼保健院|	|二级甲等||妇幼保健院||吉林省||白山市||浑江区||120||白山市浑江区红旗路61号
1__二级甲等_妇幼保健院__吉林省_1_30,二级甲等_妇幼保健院_吉林省_1,松原市妇幼保健院,https://db.yaozh.com/hmap/30166.html,松原市妇幼保健院|	|二级甲等||妇幼保健院||吉林省||松原市||宁江区||80||松原市郭尔罗斯大路
1__二级甲等_妇幼保健院__吉林省_1_30,二级甲等_妇幼保健院_吉林省_1,通化市妇幼保健院,https://db.yaozh.com/hmap/30996.html,通化市妇幼保健院|	|二级甲等||妇幼保健院||吉林省||通化市||东昌区||80||通化市胜利路7号
1__二级甲等_妇幼保健院__吉林省_1_30,二级甲等_妇幼保健院_吉林省_1,延边妇幼保健院,https://db.yaozh.com/hmap/33119.html,延边妇幼保健院|	|二级甲等||妇幼保健院||吉林省||延边朝鲜族自治州||延吉市||150||延吉市站前街7号
1__二级甲等_妇幼保健院__吉林省_1_30,二级甲等_妇幼保健院_吉林省_1,榆树市妇幼保健院,https://db.yaozh.com/hmap/33836.html,榆树市妇幼保健院|	|二级甲等||妇幼保健院||吉林省||长春市||榆树市||70||榆树市华昌|
1__未定级_专科医院__北京市_1_30,未定级_专科医院_北京市_1,北京长城老年病医院,https://db.yaozh.com/hmap/20253.html,|北京长城老年病医院|	|未定级||专科医院||北京市||北京市||昌平区||100||北京市昌平政府街15号
1__未定级_专科医院__北京市_1_30,未定级_专科医院_北京市_1,北京军区炮兵海淀区香山骨科医院,https://db.yaozh.com/hmap/20439.html,北京军区炮兵海淀区香山骨科医院|	|未定级||专科医院||北京市||北京市||海淀区||100||北京市海淀区香山南路红旗村4号
1__未定级_专科医院__北京市_1_30,未定级_专科医院_北京市_1,北京市海淀区北方肿瘤医院,https://db.yaozh.com/hmap/20445.html,北京市海淀区北方肿瘤医院|	|未定级||专科医院||北京市||北京市||海淀区||83||北京市海淀区颐和园北宫门三叉口
1__未定级_专科医院__北京市_1_30,未定级_专科医院_北京市_1,北京市延庆区精神卫生保健院,https://db.yaozh.com/hmap/20557.html,北京市延庆区精神卫生保健院|	|未定级||专科医院||北京市||北京市||延庆区||80||北京市延庆区张山营镇|
